# x =
 5.65887533E+01
# y =
 3.25097170E+00
 VARIABLES = u,v
 1.11379256E+00  1.95010420E-01
 1.11210564E+00  1.86628906E-01
 1.15522074E+00  1.43141150E-01
 1.21941560E+00  7.98807308E-02
 1.25204038E+00  2.60681782E-02
 1.22303082E+00 -2.42119402E-04
 1.13489840E+00 -6.52813338E-04
 1.01350188E+00  1.16089173E-02
 9.12816180E-01  9.72141543E-03
 8.64222436E-01 -2.12415774E-02
 8.64544612E-01 -7.54341780E-02
 8.96390810E-01 -1.35339153E-01
 9.21106769E-01 -1.69991062E-01
 9.21404732E-01 -1.61425587E-01
 9.16509056E-01 -1.14103315E-01
 9.39876968E-01 -4.50188374E-02
 1.02332586E+00  1.39836057E-02
 1.11768571E+00  4.23286205E-02
 1.13614709E+00  4.03965159E-02
 1.11931813E+00  1.91069716E-02
 1.15038289E+00  3.16069730E-03
 1.18614737E+00  7.17053579E-03
 1.16541439E+00  2.74928790E-02
 1.12829184E+00  5.50513853E-02
 1.12021663E+00  7.13094271E-02
 1.12876639E+00  6.68189414E-02
 1.14289069E+00  4.81153844E-02
 1.16639690E+00  2.32892125E-02
 1.18768430E+00  5.86988672E-03
 1.19200074E+00  3.89350052E-03
 1.17710249E+00  1.30720948E-02
 1.15261545E+00  2.81482428E-02
 1.13643416E+00  4.05179944E-02
 1.13803337E+00  4.37867445E-02
 1.15646090E+00  3.94288765E-02
 1.18462421E+00  3.00492142E-02
 1.20638340E+00  2.04491174E-02
 1.21208454E+00  1.39998678E-02
 1.20179247E+00  9.50209765E-03
 1.17580945E+00  6.20055726E-03
 1.13957127E+00  2.76585405E-03
 1.09782810E+00 -1.04532371E-03
 1.05248551E+00 -2.83966681E-03
 1.01386544E+00 -2.13296172E-03
 9.95491077E-01  5.51650612E-04
 1.00688978E+00  4.74502908E-03
 1.05237299E+00  8.70604899E-03
 1.11944592E+00  1.18004412E-02
 1.18234984E+00  1.44975400E-02
 1.22268031E+00  1.63566175E-02
 1.23189220E+00  1.70274512E-02
 1.21650910E+00  1.64731076E-02
 1.19890491E+00  1.44309495E-02
 1.19042867E+00  1.13887762E-02
 1.18940053E+00  8.53636658E-03
 1.18864901E+00  7.04695101E-03
 1.17102340E+00  8.30301008E-03
 1.13123607E+00  1.36954962E-02
 1.08029650E+00  2.40820715E-02
 1.03158154E+00  3.95678189E-02
 1.00478059E+00  5.93213192E-02
 1.01232681E+00  8.15685988E-02
 1.05101728E+00  1.03332665E-01
 1.11046141E+00  1.20024464E-01
 1.17145455E+00  1.26115987E-01
 1.21709177E+00  1.16495230E-01
 1.23966350E+00  8.76270285E-02
 1.23609372E+00  3.95119331E-02
 1.21059592E+00 -2.36725822E-02
 1.16580300E+00 -9.48697248E-02
 1.10213022E+00 -1.62735601E-01
 1.02913424E+00 -2.09700579E-01
 9.60284981E-01 -2.16663709E-01
 9.10259066E-01 -1.71300190E-01
 8.93586700E-01 -7.50023425E-02
 9.10045959E-01  4.57812160E-02
